"POID","ContractorID","ProjectID","SupplierID","OrderDate","Status","TotalAmount"
57,1,,"00160690","2018-05-20 00:00:00",Completed,21400.00
58,1,,"00160690","2024-09-04 00:00:00",Completed,5400190.00
59,1,,"00160690","2024-02-26 00:00:00",Completed,935420.00
60,1,,"00160690","2022-03-03 00:00:00",Completed,991340.00
61,1,,"00160690","2022-12-24 00:00:00",Completed,286900.00
62,1,,"00160690","2025-03-05 00:00:00",Completed,37100.00
63,1,,"00160690","2025-03-19 00:00:00",Completed,1244330.00
64,1,,"00160690","2021-05-29 00:00:00",Completed,9310.00
65,1,,"00160690","2022-03-01 00:00:00",Completed,313020.00
66,1,,"00160690","2018-08-08 00:00:00",Completed,87000.00
67,1,,"00160690","2021-02-20 00:00:00",Completed,29760.00
68,1,,"00160690","2025-04-01 00:00:00",Completed,57190.00
69,1,,"00160690","2020-05-16 00:00:00",Completed,819000.00
70,1,,"00160690","2023-07-13 00:00:00",Completed,1446000.00
71,1,,"00160690","2021-05-25 00:00:00",Completed,141000.00
72,1,,"00160690","2023-11-10 00:00:00",Completed,41450.00
73,1,,"00160690","2022-03-05 00:00:00",Completed,88540.00
74,1,,"00160690","2024-02-29 00:00:00",Completed,19500.00
75,1,,"00160690","2020-01-04 00:00:00",Completed,261700.00
76,1,,"00160690","2018-03-08 00:00:00",Completed,501950.00
77,1,,"00160690","2019-05-16 00:00:00",Completed,1468620.00
78,1,,"00160690","2022-06-15 00:00:00",Completed,39670.00
79,1,,"00160690","2018-01-15 00:00:00",Completed,2198700.00
80,1,,"00224322","2020-03-31 00:00:00",Completed,43710.00
81,1,,"00224322","2023-06-07 00:00:00",Completed,39430.00
82,1,,"00224322","2018-01-21 00:00:00",Completed,128180.00
83,1,,"00224322","2021-12-04 00:00:00",Completed,42240.00
84,1,,"00224322","2018-06-04 00:00:00",Completed,37570.00
85,1,,"00224322","2023-11-01 00:00:00",Completed,198000.00
86,1,,"00224322","2023-11-10 00:00:00",Completed,8720.00
87,1,,"00224322","2021-07-07 00:00:00",Completed,472510.00
88,1,,"00224322","2021-08-23 00:00:00",Completed,100.00
89,1,,"00224322","2020-09-29 00:00:00",Completed,151500.00
90,1,,"00224322","2021-06-05 00:00:00",Completed,425100.00
91,1,,"00224322","2020-10-30 00:00:00",Completed,2338400.00
92,1,,"00224322","2021-09-24 00:00:00",Completed,26190.00
93,1,,"00224322","2021-04-27 00:00:00",Completed,125100.00
94,1,,"00224322","2019-04-24 00:00:00",Completed,297600.00
95,1,,"00224322","2021-03-08 00:00:00",Completed,300.00
96,1,,"00224322","2019-03-31 00:00:00",Completed,220320.00
97,1,,"00224322","2022-09-29 00:00:00",Completed,7770000.00
98,1,,"00224322","2025-07-10 00:00:00",Completed,1176000.00
99,1,,"00224322","2022-07-16 00:00:00",Completed,508990.00
100,1,,"00224322","2021-04-03 00:00:00",Completed,208260.00
101,1,,"00224322","2020-05-23 00:00:00",Completed,14200.00
102,1,,"00224322","2020-01-26 00:00:00",Completed,1378420.00
103,1,,"00224322","2021-12-16 00:00:00",Completed,314040.00
104,1,,"00224322","2020-07-28 00:00:00",Completed,18890.00
105,1,,"00224322","2022-05-30 00:00:00",Completed,1104030.00
106,1,,"00224322","2021-05-13 00:00:00",Completed,586610.00
107,1,,"00224322","2021-04-14 00:00:00",Completed,314300.00
108,1,,"00224322","2018-02-26 00:00:00",Completed,149400.00
109,1,,"00224322","2023-01-07 00:00:00",Completed,69160.00
110,1,,"00224322","2018-05-17 00:00:00",Completed,143080.00
111,1,,"00224322","2020-03-26 00:00:00",Completed,37340.00
112,1,,"00224322","2023-01-21 00:00:00",Completed,78000.00
113,1,,"00224322","2021-01-15 00:00:00",Completed,4012770.00
114,1,,"00224322","2023-01-04 00:00:00",Completed,97500.00
115,1,,"00224322","2019-11-27 00:00:00",Completed,20312580.00
116,1,,"00224322","2021-10-24 00:00:00",Completed,171100.00
117,1,,"00224322","2019-12-08 00:00:00",Completed,1400.00
118,1,,"00224322","2024-02-09 00:00:00",Completed,210000.00
119,1,,"00224322","2019-11-07 00:00:00",Completed,107640.00
120,1,,"00224322","2020-01-04 00:00:00",Completed,83700.00
121,1,,"00224322","2024-01-05 00:00:00",Completed,230850.00
122,1,,"00224322","2020-09-15 00:00:00",Completed,35640.00
123,1,,"00224322","2018-05-11 00:00:00",Completed,6436220.00
124,1,,"00224322","2018-07-22 00:00:00",Completed,21000.00
125,1,,"00224322","2024-08-26 00:00:00",Completed,2398000.00
126,1,,"00224322","2021-12-20 00:00:00",Completed,129540.00
127,1,,"00224322","2022-01-01 00:00:00",Completed,410740.00
128,1,,"00224322","2018-12-04 00:00:00",Completed,43040.00
129,1,,"00224322","2020-09-27 00:00:00",Completed,1182760.00
130,1,,"00224322","2023-10-20 00:00:00",Completed,347700.00
131,1,,"00224322","2019-05-29 00:00:00",Completed,498110.00
132,1,,"00224322","2024-01-16 00:00:00",Completed,84600.00
133,1,,"00224322","2024-05-25 00:00:00",Completed,1383000.00
134,1,,"00224322","2021-12-24 00:00:00",Completed,52820.00
135,1,,"00224322","2024-11-17 00:00:00",Completed,726000.00
136,1,,"00224322","2018-02-06 00:00:00",Completed,511150.00
137,1,,"00224322","2018-04-29 00:00:00",Completed,232740.00
138,1,,"00224322","2025-07-25 00:00:00",Completed,862680.00
139,1,,"00224322","2021-04-18 00:00:00",Completed,467100.00
140,1,,"00224322","2022-12-22 00:00:00",Completed,1047090.00
141,1,,"00224322","2019-06-18 00:00:00",Completed,718200.00
142,1,,"00224322","2019-08-08 00:00:00",Completed,2050.00
143,1,,"00224322","2025-03-02 00:00:00",Completed,61880.00
144,1,,"00224322","2025-05-12 00:00:00",Completed,25800.00
145,1,,"00224322","2023-02-27 00:00:00",Completed,580000.00
146,1,,"00224322","2023-10-31 00:00:00",Completed,54650.00
147,1,,"00224322","2024-12-12 00:00:00",Completed,449280.00
148,1,,"00224322","2024-04-15 00:00:00",Completed,734780.00
149,1,,"00224322","2021-11-27 00:00:00",Completed,41660.00
150,1,,"00224322","2023-06-04 00:00:00",Completed,34510.00
151,1,,"00224322","2023-09-08 00:00:00",Completed,200.00
152,1,,"00224322","2022-05-07 00:00:00",Completed,177760.00
153,1,,"00224322","2023-05-30 00:00:00",Completed,504740.00
154,1,,"00224322","2023-09-23 00:00:00",Completed,138900.00
155,1,,"00224322","2023-02-25 00:00:00",Completed,27500.00
156,1,,"00224322","2023-06-23 00:00:00",Completed,36940.00
157,1,,"00224322","2020-11-30 00:00:00",Completed,350300.00
158,1,,"00224322","2022-11-02 00:00:00",Completed,155230.00
159,1,,"00750927","2022-08-27 00:00:00",Completed,119690.00
160,1,,"00750927","2021-12-04 00:00:00",Completed,36800.00
161,1,,"00750927","2021-07-13 00:00:00",Completed,1052640.00
162,1,,"00750927","2022-12-01 00:00:00",Completed,709200.00
163,1,,"00750927","2018-01-29 00:00:00",Completed,84170.00
164,1,,"00750927","2022-03-13 00:00:00",Completed,192000.00
165,1,,"00750927","2021-09-06 00:00:00",Completed,3000670.00
166,1,,"00750927","2020-05-09 00:00:00",Completed,121770.00
167,1,,"00750927","2023-10-17 00:00:00",Completed,4774000.00
168,1,,"00750927","2020-08-08 00:00:00",Completed,806520.00
169,1,,"00750927","2021-04-11 00:00:00",Completed,541160.00
170,1,,"00750927","2021-12-13 00:00:00",Completed,138460.00
171,1,,"00750927","2020-11-20 00:00:00",Completed,106700.00
172,1,,"00750927","2025-02-06 00:00:00",Completed,500.00
173,1,,"00750927","2021-04-06 00:00:00",Completed,338690.00
174,1,,"00750927","2019-12-07 00:00:00",Completed,1084170.00
175,1,,"00750927","2024-06-24 00:00:00",Completed,100.00
176,1,,"00750927","2020-03-17 00:00:00",Completed,106110.00
177,1,,"00750927","2023-09-11 00:00:00",Completed,265540.00
178,1,,"00750927","2020-08-07 00:00:00",Completed,480000.00
179,1,,"00750927","2019-09-13 00:00:00",Completed,692080.00
180,1,,"00750927","2018-09-03 00:00:00",Completed,20920.00
181,1,,"00750927","2021-02-05 00:00:00",Completed,137400.00
182,1,,"00750927","2023-12-06 00:00:00",Completed,2886840.00
183,1,,"00750927","2023-02-28 00:00:00",Completed,50000.00
184,1,,"00750927","2021-03-02 00:00:00",Completed,220060.00
185,1,,"00750927","2020-01-13 00:00:00",Completed,182020.00
186,1,,"00750927","2019-01-11 00:00:00",Completed,1012800.00
187,1,,"00750927","2025-04-03 00:00:00",Completed,276000.00
188,1,,"00750927","2020-12-14 00:00:00",Completed,439040.00
189,1,,"00750927","2021-10-06 00:00:00",Completed,647680.00
190,1,,"00750927","2024-09-25 00:00:00",Completed,3370.00
191,1,,"00750927","2024-06-04 00:00:00",Completed,4840.00
192,1,,"00750927","2019-04-26 00:00:00",Completed,122690.00
193,1,,"00750927","2023-02-20 00:00:00",Completed,115250.00
194,1,,"00750927","2021-01-27 00:00:00",Completed,104660.00
195,1,,"00750927","2023-03-14 00:00:00",Completed,300100.00
196,1,,"00750927","2025-03-15 00:00:00",Completed,28400.00
197,1,,"00750927","2020-03-20 00:00:00",Completed,635930.00
198,1,,"00750927","2022-03-14 00:00:00",Completed,43600.00
199,1,,"00750927","2019-01-28 00:00:00",Completed,18600.00
200,1,,"00750927","2021-07-04 00:00:00",Completed,493830.00
201,1,,"00750927","2018-09-27 00:00:00",Completed,38810.00
202,1,,"00750927","2024-11-08 00:00:00",Completed,5908200.00
203,1,,"00750927","2020-11-21 00:00:00",Completed,5510.00
204,1,,"00750927","2021-07-19 00:00:00",Completed,38210.00
205,1,,"00750927","2022-10-31 00:00:00",Completed,12400.00
206,1,,"00750927","2021-11-08 00:00:00",Completed,1209780.00
207,1,,"00750927","2025-02-04 00:00:00",Completed,522000.00
208,1,,"00750927","2019-10-21 00:00:00",Completed,87120.00
209,1,,"00750927","2025-07-09 00:00:00",Completed,2163800.00
210,1,,"00750927","2018-10-15 00:00:00",Completed,698250.00
211,1,,"00750927","2018-10-08 00:00:00",Completed,76430.00
212,1,,"00750927","2023-09-15 00:00:00",Completed,57200.00
213,1,,"00750927","2024-03-11 00:00:00",Completed,97940.00
214,1,,"00750927","2021-06-11 00:00:00",Completed,54100.00
215,1,,"00750927","2021-01-10 00:00:00",Completed,37520.00
216,1,,"00750927","2024-11-21 00:00:00",Completed,327680.00
217,1,,"00750927","2023-06-21 00:00:00",Completed,31530.00
218,1,,"00750927","2022-10-12 00:00:00",Completed,200.00
219,1,,"00750927","2024-03-09 00:00:00",Completed,935420.00
220,1,,"00750927","2025-06-15 00:00:00",Completed,30460.00
221,1,,"00750927","2019-12-23 00:00:00",Completed,304570.00
222,1,,"00750927","2023-09-29 00:00:00",Completed,386500.00
223,1,,"00750927","2019-08-15 00:00:00",Completed,109800.00
224,1,,"00750927","2022-05-15 00:00:00",Completed,71420.00
225,1,,"00750927","2023-07-15 00:00:00",Completed,1228500.00
226,1,,"00750927","2021-11-14 00:00:00",Completed,29300.00
227,1,,"00750927","2019-12-09 00:00:00",Completed,353600.00
228,1,,"00750927","2021-06-23 00:00:00",Completed,1626800.00
229,1,,"00750927","2024-11-21 00:00:00",Completed,393300.00
230,1,,"00750927","2018-07-28 00:00:00",Completed,1007600.00
231,1,,"00750927","2019-06-02 00:00:00",Completed,3560.00
232,1,,"00901493","2025-06-26 00:00:00",Completed,372600.00
233,1,,"00901493","2021-03-09 00:00:00",Completed,200.00
234,1,,"00901493","2023-08-06 00:00:00",Completed,28430.00
235,1,,"00901493","2020-12-02 00:00:00",Completed,31830.00
236,1,,"00901493","2021-12-28 00:00:00",Completed,33850.00
237,1,,"00901493","2023-03-15 00:00:00",Completed,55990.00
238,1,,"00901493","2018-08-04 00:00:00",Completed,524160.00
239,1,,"00901493","2019-07-22 00:00:00",Completed,539500.00
240,1,,"00901493","2024-06-21 00:00:00",Completed,328000.00
241,1,,"00901493","2018-12-12 00:00:00",Completed,39490.00
242,1,,"00901493","2018-01-11 00:00:00",Completed,11100.00
243,1,,"00901493","2025-06-10 00:00:00",Completed,19600.00
244,1,,"00901493","2023-06-28 00:00:00",Completed,1844560.00
245,1,,"00901493","2025-06-28 00:00:00",Completed,28160.00
246,1,,"00901493","2025-04-01 00:00:00",Completed,1777540.00
247,1,,"00901493","2023-09-04 00:00:00",Completed,1284400.00
248,1,,"00901493","2020-05-19 00:00:00",Completed,41290.00
249,1,,"00901493","2025-06-07 00:00:00",Completed,20593660.00
250,1,,"00901493","2021-06-16 00:00:00",Completed,100.00
251,1,,"00901493","2023-01-01 00:00:00",Completed,36500.00
252,1,,"00901493","2021-10-03 00:00:00",Completed,257600.00
253,1,,"00901493","2023-06-08 00:00:00",Completed,394800.00
254,1,,"00901493","2024-03-31 00:00:00",Completed,273540.00
255,1,,"00901493","2019-03-21 00:00:00",Completed,38000.00
256,1,,"00901493","2021-05-01 00:00:00",Completed,93600.00
257,1,,"00901493","2021-05-09 00:00:00",Completed,19100.00
258,1,,"00901493","2021-12-31 00:00:00",Completed,47300.00
259,1,,"00901493","2022-10-11 00:00:00",Completed,201500.00
260,1,,"00901493","2020-02-11 00:00:00",Completed,1856000.00
261,1,,"00901493","2022-05-03 00:00:00",Completed,500.00
262,1,,"00901493","2019-04-02 00:00:00",Completed,154000.00
263,1,,"00901493","2018-04-12 00:00:00",Completed,258720.00
264,1,,"00901493","2023-11-30 00:00:00",Completed,56640.00
265,1,,"00901493","2019-08-02 00:00:00",Completed,200.00
266,1,,"00901493","2022-02-03 00:00:00",Completed,11323120.00
267,1,,"00901493","2019-09-18 00:00:00",Completed,33170.00
268,1,,"00901493","2023-02-02 00:00:00",Completed,137120.00
269,1,,"00901493","2018-06-13 00:00:00",Completed,207020.00
270,1,,"00901493","2018-03-18 00:00:00",Completed,828000.00
271,1,,"00901493","2024-06-03 00:00:00",Completed,1164000.00
272,1,,"00901493","2018-03-29 00:00:00",Completed,117200.00
273,1,,"00901493","2023-06-18 00:00:00",Completed,33700.00
274,1,,"00901493","2023-03-22 00:00:00",Completed,109750.00
275,1,,"00901493","2023-07-26 00:00:00",Completed,433400.00
276,1,,"00901493","2023-07-22 00:00:00",Completed,369720.00
277,1,,"00901493","2020-06-08 00:00:00",Completed,42600.00
278,1,,"00901493","2019-02-10 00:00:00",Completed,20740.00
279,1,,"00901493","2024-12-23 00:00:00",Completed,66740.00
280,1,,"00901493","2021-10-30 00:00:00",Completed,45400.00
281,1,,"00901493","2018-01-11 00:00:00",Completed,252250.00
282,1,,"00901493","2020-04-29 00:00:00",Completed,27260.00
283,1,,"00901493","2021-12-01 00:00:00",Completed,495600.00
284,1,,"00901493","2018-05-08 00:00:00",Completed,38000.00
285,1,,"00901493","2021-09-13 00:00:00",Completed,150400.00
286,1,,"00901493","2018-09-15 00:00:00",Completed,922300.00
287,1,,"00901493","2021-11-27 00:00:00",Completed,159360.00
288,1,,"00901493","2024-05-13 00:00:00",Completed,200.00
289,1,,"00901493","2023-04-18 00:00:00",Completed,29030.00
290,1,,"00901493","2019-07-09 00:00:00",Completed,392040.00
291,1,,"00901493","2020-03-09 00:00:00",Completed,70590.00
292,1,,"00901493","2021-02-12 00:00:00",Completed,29740.00
293,1,,"00901493","2025-01-24 00:00:00",Completed,50230.00
294,1,,"00901493","2020-05-15 00:00:00",Completed,98700.00
295,1,,"00901493","2024-10-30 00:00:00",Completed,1344420.00
296,1,,"00901493","2019-06-03 00:00:00",Completed,4450.00
297,1,,"00901493","2022-01-10 00:00:00",Completed,31400.00
298,1,,"00901493","2023-09-02 00:00:00",Completed,33550.00
299,1,,"00901493","2018-08-11 00:00:00",Completed,12380.00
300,1,,"00901493","2019-09-16 00:00:00",Completed,3170.00
301,1,,"00901493","2020-02-26 00:00:00",Completed,1046500.00
302,1,,"00901493","2024-12-19 00:00:00",Completed,19480.00
303,1,,"00901493","2024-06-23 00:00:00",Completed,39520.00
304,1,,"00901493","2020-10-20 00:00:00",Completed,12600.00
305,1,,"00901493","2018-02-20 00:00:00",Completed,222000.00
306,1,,"00901493","2023-02-11 00:00:00",Completed,100.00
307,1,,"00901493","2021-09-14 00:00:00",Completed,204000.00
308,1,,"00901493","2019-09-20 00:00:00",Completed,92870.00
309,1,,"00901493","2024-10-25 00:00:00",Completed,13260.00
310,1,,"00901493","2019-06-21 00:00:00",Completed,412780.00
311,1,,"01300535","2022-01-08 00:00:00",Completed,1530000.00
312,1,,"01300535","2021-05-30 00:00:00",Completed,33920.00
313,1,,"01300535","2025-05-22 00:00:00",Completed,1111360.00
314,1,,"01300535","2018-07-06 00:00:00",Completed,7370.00
315,1,,"01300535","2025-06-21 00:00:00",Completed,11920.00
316,1,,"01300535","2024-02-19 00:00:00",Completed,30000.00
317,1,,"01300535","2025-01-22 00:00:00",Completed,4014080.00
318,1,,"01300535","2018-01-12 00:00:00",Completed,25500.00
319,1,,"01300535","2020-07-15 00:00:00",Completed,121440.00
320,1,,"01300535","2023-10-18 00:00:00",Completed,163350.00
321,1,,"01300535","2020-08-21 00:00:00",Completed,66300.00
322,1,,"01300535","2020-06-28 00:00:00",Completed,574740.00
323,1,,"01300535","2022-12-23 00:00:00",Completed,20000.00
324,1,,"01300535","2024-01-29 00:00:00",Completed,49000.00
325,1,,"01300535","2018-01-30 00:00:00",Completed,21660.00
326,1,,"01300535","2024-11-16 00:00:00",Completed,13800.00
327,1,,"01300535","2019-08-23 00:00:00",Completed,73250.00
328,1,,"01300535","2025-06-01 00:00:00",Completed,230850.00
329,1,,"01300535","2021-10-25 00:00:00",Completed,39500.00
330,1,,"01300535","2020-04-03 00:00:00",Completed,302930.00
331,1,,"01300535","2021-12-24 00:00:00",Completed,4300.00
332,1,,"01300535","2018-09-09 00:00:00",Completed,845000.00
333,1,,"01300535","2021-04-22 00:00:00",Completed,3800.00
334,1,,"01300535","2024-06-06 00:00:00",Completed,124800.00
335,1,,"01300535","2024-01-26 00:00:00",Completed,594000.00
336,1,,"01300535","2018-10-16 00:00:00",Completed,6910.00
337,1,,"01300535","2021-10-10 00:00:00",Completed,298800.00
338,1,,"01300535","2023-01-06 00:00:00",Completed,7644000.00
339,1,,"01300535","2020-02-07 00:00:00",Completed,634800.00
340,1,,"01300535","2025-01-19 00:00:00",Completed,2679040.00
341,1,,"01300535","2019-05-23 00:00:00",Completed,3300.00
342,1,,"01300535","2024-05-06 00:00:00",Completed,23300.00
343,1,,"01300535","2025-01-12 00:00:00",Completed,158840.00
344,1,,"01300535","2019-01-24 00:00:00",Completed,712000.00
345,1,,"01300535","2020-08-04 00:00:00",Completed,420000.00
346,1,,"01300535","2024-03-17 00:00:00",Completed,504900.00
347,1,,"01300535","2022-10-04 00:00:00",Completed,218400.00
348,1,,"01300535","2023-04-06 00:00:00",Completed,13000.00
349,1,,"01300535","2019-03-27 00:00:00",Completed,81980.00
350,1,,"01300535","2022-06-08 00:00:00",Completed,2310800.00
351,1,,"01300535","2023-07-09 00:00:00",Completed,700.00
352,1,,"01300535","2018-12-25 00:00:00",Completed,801990.00
353,1,,"01300535","2020-04-17 00:00:00",Completed,11700.00
354,1,,"01300535","2024-01-21 00:00:00",Completed,100.00
355,1,,"01300535","2025-06-25 00:00:00",Completed,149850.00
356,1,,"01300535","2020-03-08 00:00:00",Completed,97920.00
357,1,,"01300535","2024-09-09 00:00:00",Completed,1036800.00
358,1,,"01300535","2022-09-18 00:00:00",Completed,474000.00
359,1,,"01300535","2022-10-03 00:00:00",Completed,37820.00
360,1,,"01300535","2021-09-13 00:00:00",Completed,6860.00
361,1,,"01300535","2020-07-22 00:00:00",Completed,9120.00
362,1,,"01300535","2023-02-01 00:00:00",Completed,22400.00
363,1,,"01300535","2022-10-19 00:00:00",Completed,2900.00
364,1,,"01300535","2023-12-26 00:00:00",Completed,1370430.00
365,1,,"01300535","2023-09-23 00:00:00",Completed,200.00
366,1,,"01300535","2024-06-08 00:00:00",Completed,11952000.00
367,1,,"01300535","2020-11-24 00:00:00",Completed,6210.00
368,1,,"01300535","2021-09-04 00:00:00",Completed,274250.00
369,1,,"01300535","2018-02-28 00:00:00",Completed,515970.00
370,1,,"01300535","2025-05-11 00:00:00",Completed,719660.00
371,1,,"01300535","2020-03-27 00:00:00",Completed,155600.00
372,1,,"01300535","2023-01-14 00:00:00",Completed,45060.00
373,1,,"01300535","2023-04-28 00:00:00",Completed,204960.00
374,1,,"01300535","2019-05-23 00:00:00",Completed,863040.00
375,1,,"01300535","2020-12-03 00:00:00",Completed,42400.00
376,1,,"01300535","2023-04-16 00:00:00",Completed,34560.00
377,1,,"01300535","2024-09-13 00:00:00",Completed,75800.00
378,1,,"01300535","2021-07-31 00:00:00",Completed,41650.00
379,1,,"01300535","2018-11-25 00:00:00",Completed,142500.00
380,1,,"01300535","2019-03-09 00:00:00",Completed,1258290.00
381,1,,"01300535","2020-12-05 00:00:00",Completed,2181480.00
382,1,,"01300535","2022-03-12 00:00:00",Completed,46400.00
383,1,,"01300535","2025-04-09 00:00:00",Completed,294600.00
384,1,,"01300535","2024-09-07 00:00:00",Completed,34000.00
385,1,,"01300535","2019-12-15 00:00:00",Completed,384160.00
386,1,,"01300535","2021-09-27 00:00:00",Completed,30040.00
387,1,,"01300535","2023-07-07 00:00:00",Completed,62470.00
388,1,,"01300535","2019-09-12 00:00:00",Completed,125930.00
389,1,,"01673623","2025-03-02 00:00:00",Completed,15600.00
390,1,,"01673623","2022-06-20 00:00:00",Completed,307120.00
391,1,,"01673623","2020-04-22 00:00:00",Completed,71910.00
392,1,,"01673623","2023-03-14 00:00:00",Completed,129250.00
393,1,,"01673623","2018-06-28 00:00:00",Completed,2500.00
394,1,,"01673623","2018-02-07 00:00:00",Completed,77000.00
395,1,,"01673623","2022-07-04 00:00:00",Completed,317500.00
396,1,,"01673623","2020-01-19 00:00:00",Completed,217730.00
397,1,,"01673623","2020-03-19 00:00:00",Completed,80260.00
398,1,,"01673623","2019-06-22 00:00:00",Completed,33850.00
399,1,,"01673623","2018-02-02 00:00:00",Completed,463680.00
400,1,,"01673623","2018-01-07 00:00:00",Completed,9220.00
401,1,,"01673623","2021-08-18 00:00:00",Completed,35310.00
402,1,,"01673623","2021-11-17 00:00:00",Completed,120300.00
403,1,,"01673623","2020-02-27 00:00:00",Completed,3570.00
404,1,,"01673623","2025-03-20 00:00:00",Completed,4547200.00
405,1,,"01673623","2019-02-17 00:00:00",Completed,7600.00
406,1,,"01673623","2020-05-01 00:00:00",Completed,1210970.00
407,1,,"01673623","2021-11-03 00:00:00",Completed,214830.00
408,1,,"01673623","2021-06-02 00:00:00",Completed,4270.00
409,1,,"01673623","2024-12-03 00:00:00",Completed,29580.00
410,1,,"01673623","2022-06-30 00:00:00",Completed,160080.00
411,1,,"01673623","2024-07-11 00:00:00",Completed,204600.00
412,1,,"01673623","2022-01-25 00:00:00",Completed,40200.00
413,1,,"01673623","2018-02-11 00:00:00",Completed,43000.00
414,1,,"01673623","2022-07-31 00:00:00",Completed,192420.00
415,1,,"01673623","2022-07-27 00:00:00",Completed,803090.00
416,1,,"01673623","2025-04-14 00:00:00",Completed,136000.00
417,1,,"01673623","2024-10-22 00:00:00",Completed,269890.00
418,1,,"01673623","2022-02-08 00:00:00",Completed,266450.00
419,1,,"01673623","2025-06-15 00:00:00",Completed,672500.00
420,1,,"01673623","2023-03-18 00:00:00",Completed,799200.00
421,1,,"01673623","2021-06-04 00:00:00",Completed,26000.00
422,1,,"01673623","2023-07-08 00:00:00",Completed,1198800.00
423,1,,"01673623","2020-05-11 00:00:00",Completed,74200.00
424,1,,"01673623","2021-09-05 00:00:00",Completed,2300.00
425,1,,"01673623","2020-05-03 00:00:00",Completed,722840.00
426,1,,"01673623","2018-03-09 00:00:00",Completed,22600.00
427,1,,"01673623","2020-05-12 00:00:00",Completed,596160.00
428,1,,"01673623","2023-11-11 00:00:00",Completed,35460.00
429,1,,"01673623","2021-09-11 00:00:00",Completed,982370.00
430,1,,"01673623","2020-07-24 00:00:00",Completed,116840.00
431,1,,"01673623","2020-01-07 00:00:00",Completed,67400.00
432,1,,"01673623","2025-06-09 00:00:00",Completed,32630.00
433,1,,"01673623","2024-07-11 00:00:00",Completed,157580.00
