"ItemID","POID","MaterialID","Quantity","UnitPrice"
356,4375,"05831819",377,100.00
357,82,"91744214",436,300.00
358,3589,"87226012",187,400.00
359,3034,"20776478",438,2100.00
360,1259,"20513739",207,3000.00
361,2761,"41837852",315,100.00
362,3436,"03561597",78,100.00
363,1091,"69008866",388,3000.00
364,2207,"97086737",27,900.00
365,4531,"37308985",419,100.00
366,2378,"29345092",140,300.00
367,4724,"54193837",124,2800.00
368,3273,"16879290",477,100.00
369,4107,"60855700",167,1600.00
370,2535,"24627347",387,100.00
371,4283,"61070189",115,2500.00
372,162,"18024248",394,1800.00
373,1945,"56629388",237,200.00
374,2941,"91744214",462,300.00
375,3932,"48181396",263,100.00
376,2452,"02823170",423,4300.00
377,3437,"25808537",343,300.00
378,4209,"27415205",176,200.00
379,562,"08135295",491,900.00
380,3035,"50929647",50,400.00
381,822,"96125636",335,200.00
382,4990,"04265799",92,2400.00
383,1004,"35575298",448,100.00
384,1092,"55177213",310,100.00
385,3036,"60897765",408,100.00
386,2691,"07849494",301,2900.00
387,1093,"82097999",248,100.00
388,1767,"87705310",118,25000.00
389,1519,"40056581",114,2100.00
390,3590,"35351479",495,3000.00
391,163,"72394227",443,200.00
392,920,"83016315",21,400.00
393,1005,"08593410",493,2800.00
394,563,"37376585",71,2600.00
395,4210,"41837852",294,100.00
396,2379,"31568532",370,100.00
397,4991,"83370583",240,500.00
398,316,"74252722",50,600.00
399,3119,"17232410",470,700.00
400,725,"30158366",240,100.00
401,4284,"02614124",117,300.00
402,1176,"14716857",307,7500.00
403,2208,"83370583",65,500.00
404,2621,"62820592",133,200.00
405,921,"99645480",337,100.00
406,1177,"35496015",217,1300.00
407,1350,"56623995",28,200.00
408,4211,"94566031",434,7100.00
409,164,"97086737",240,800.00
410,1768,"11496211",156,1400.00
411,1260,"12575562",158,400.00
412,2012,"87225156",398,800.00
413,922,"56267415",176,600.00
414,1769,"56722344",77,300.00
415,1770,"55177213",32,100.00
416,3933,"72556484",194,3000.00
417,2380,"48586340",360,18100.00
418,726,"33528453",284,19800.00
419,2536,"79089901",160,100.00
420,3751,"70993218",98,200.00
421,1006,"31244663",66,1500.00
422,4458,"21472420",394,200.00
423,238,"45377076",260,2100.00
424,3831,"52401521",388,10100.00
425,1599,"69467853",480,100.00
426,2622,"21130263",120,400.00
427,1675,"06789850",82,12700.00
428,4014,"60855700",361,1500.00
429,2537,"63791320",421,100.00
430,2381,"40264926",74,4800.00
431,3659,"73793389",453,100.00
432,1094,"20513739",109,3000.00
433,1857,"96423126",443,1100.00
434,3120,"25714784",248,1100.00
435,1435,"75345555",451,5000.00
436,648,"87705310",62,25000.00
437,3201,"18740864",69,200.00
438,823,"62820592",432,200.00
439,2109,"87225156",101,800.00
440,165,"70823176",151,20700.00
441,1946,"33046464",186,400.00
442,485,"60291817",255,100.00
443,3438,"07869910",280,8000.00
444,2855,"45667651",41,100.00
445,649,"81178885",411,42800.00
446,2283,"87705310",243,25000.00
447,5,"07507864",22,200.00
448,6,"29345092",341,300.00
449,3934,"75563727",61,100.00
450,4621,"94566031",191,7200.00
451,3037,"25808537",360,300.00
452,7,"97942942",100,100.00
453,3660,"39392920",126,200.00
454,4992,"25487660",493,2900.00
455,1007,"87529405",471,22900.00
456,564,"50185867",272,400.00
457,1858,"13718431",255,800.00
458,3935,"56851377",333,600.00
459,3752,"72909480",281,400.00
460,317,"35594951",80,51200.00
461,4108,"00965138",141,1200.00
462,486,"87529405",406,22900.00
463,2013,"71691040",490,100.00
464,3753,"56851760",394,400.00
465,2209,"51019678",391,700.00
466,923,"25808537",71,300.00
467,83,"22162965",431,100.00
468,4532,"25556386",209,1300.00
469,487,"95004803",86,800.00
470,1008,"10709497",433,100.00
471,1351,"26687537",362,1900.00
472,4459,"00435578",311,1100.00
473,4460,"21831063",238,1400.00
474,3754,"91744214",264,300.00
475,1261,"71498611",232,2200.00
476,1520,"87225156",500,700.00
477,4376,"65151231",428,800.00
478,8,"09196777",382,500.00
479,2382,"80388981",271,600.00
480,824,"73140807",408,300.00
481,1600,"35496015",368,1300.00
482,825,"18024248",420,1800.00
483,826,"06729990",256,7000.00
484,2210,"21227574",289,13400.00
485,166,"54038913",205,600.00
486,1352,"99410741",328,400.00
487,3038,"42169044",27,100.00
488,4993,"83370583",310,500.00
489,318,"10570592",85,300.00
490,827,"73863413",374,200.00
491,167,"88753260",434,11000.00
492,4109,"00872248",240,200.00
493,828,"96356822",116,100.00
494,1521,"41837852",229,100.00
495,4533,"07270733",405,600.00
496,3832,"92363534",434,100.00
497,3039,"85132217",432,700.00
498,2284,"12448136",232,4400.00
499,727,"50929647",216,300.00
500,2453,"96316277",454,4500.00
501,319,"50119651",253,500.00
502,2110,"68159587",185,4000.00
503,2538,"60855700",364,1600.00
504,3661,"87529405",74,22900.00
505,728,"38285503",218,2300.00
506,4212,"67491435",255,400.00
507,320,"68137358",275,600.00
508,2762,"83016315",335,300.00
509,1262,"28688676",470,8700.00
510,2383,"45377076",342,2100.00
511,4461,"02614124",34,300.00
512,2692,"35935572",221,100.00
513,321,"04216175",51,1300.00
514,2285,"25487660",439,2900.00
515,565,"84705205",78,7000.00
516,4462,"67187530",50,3000.00
517,168,"85511909",286,3000.00
518,3040,"96423126",69,1100.00
519,4898,"18814949",302,5100.00
520,924,"86728778",61,100.00
521,2111,"83131979",333,2900.00
522,2693,"96423126",341,1100.00
523,2454,"92274302",196,500.00
524,488,"32138745",433,2800.00
525,1522,"65319931",23,1200.00
526,2455,"26697396",330,100.00
527,2623,"61662963",368,2200.00
528,3755,"17232410",61,700.00
529,3662,"07672593",51,300.00
530,2624,"83370583",325,500.00
531,729,"17778019",177,200.00
532,4285,"90377459",160,100.00
533,84,"71182864",404,100.00
534,4622,"74752529",387,800.00
535,322,"79978790",103,6000.00
536,2112,"28754377",259,400.00
537,3663,"32035886",45,100.00
538,2763,"55177213",407,100.00
539,1436,"42169044",339,100.00
540,1601,"37385696",467,700.00
541,3202,"66238574",228,2300.00
542,4286,"18566572",446,1100.00
543,2539,"65151231",462,800.00
544,1353,"86028436",413,100.00
545,169,"80801586",251,2200.00
546,925,"85320121",408,1400.00
547,1676,"91497616",252,200.00
548,1178,"63440831",218,300.00
549,3936,"96917555",461,100.00
550,3664,"86028436",73,100.00
551,3121,"51642594",122,100.00
552,4015,"46843172",74,2400.00
553,9,"15014631",152,600.00
554,2113,"89788677",94,900.00
555,1602,"08526544",108,900.00
556,1009,"30728046",25,100.00
557,4534,"83370583",493,500.00
558,4377,"98847493",474,100.00
559,4016,"26998038",413,500.00
560,3833,"36231783",428,100.00
561,1859,"77736262",465,1400.00
562,2211,"12981052",371,2600.00
563,489,"53606628",178,5100.00
564,2540,"90152297",360,200.00
565,1179,"87529405",455,22900.00
566,2541,"18728463",251,3100.00
567,566,"79864260",98,100.00
568,1677,"16090908",325,100.00
569,2456,"17778019",89,200.00
570,567,"29587039",459,400.00
571,4899,"06818112",129,1900.00
572,2625,"21687165",221,3000.00
573,3439,"46020613",347,1200.00
574,4110,"89788677",163,900.00
575,2286,"85320121",297,1400.00
576,3041,"38285503",363,2300.00
577,4813,"74437458",371,2000.00
578,2287,"33744231",215,300.00
579,3042,"14716857",406,7500.00
580,3591,"09335534",287,1800.00
581,1678,"42462441",212,300.00
582,1860,"72340307",407,300.00
583,4111,"78979095",226,500.00
584,1679,"18024248",192,1800.00
585,1771,"14366125",274,200.00
586,3937,"05917225",110,2200.00
587,2942,"83016315",279,400.00
588,1263,"00475894",36,100.00
589,1354,"58812137",288,100.00
590,1861,"85125977",357,3800.00
591,4017,"35431319",468,2500.00
592,3665,"12388090",170,200.00
593,85,"94713081",66,3000.00
594,3756,"91497616",407,100.00
595,4725,"67834855",383,2800.00
596,730,"56722344",461,200.00
597,3043,"11496211",278,1600.00
598,1095,"29587039",226,400.00
599,3203,"85511909",264,3000.00
600,2457,"84214382",212,100.00
601,10,"71971316",145,1300.00
602,323,"91497616",100,200.00
603,86,"71182864",89,100.00
604,2943,"29958838",480,600.00
605,731,"73140807",408,400.00
606,1180,"80048665",74,400.00
607,732,"01297845",182,100.00
608,3204,"57403166",162,29400.00
609,3938,"97969689",313,300.00
610,396,"21831063",126,1800.00
611,397,"90825067",418,200.00
612,398,"63791320",349,100.00
613,829,"42462441",208,300.00
614,170,"30742311",301,500.00
615,1523,"45176955",145,600.00
616,3514,"94130244",179,400.00
617,324,"21831063",50,1000.00
618,239,"04216175",415,1300.00
619,87,"09583482",214,2300.00
620,4994,"37135391",349,1400.00
621,3440,"20868105",482,200.00
622,830,"72556484",66,3000.00
623,4623,"75863473",365,100.00
624,1010,"74252722",202,600.00
625,4900,"31726318",202,4100.00
626,926,"50992979",427,1000.00
627,2944,"75863473",447,100.00
628,1355,"25808537",71,300.00
629,2384,"26687537",344,2300.00
630,399,"72556484",168,3000.00
631,88,"72394227",154,100.00
632,490,"61586053",357,2300.00
633,3666,"47553014",127,100.00
634,4378,"89038526",219,600.00
635,4018,"72383095",196,200.00
636,2764,"17232410",149,700.00
637,1181,"57503414",455,1100.00
638,4814,"62682989",235,24000.00
639,3834,"10117988",439,20500.00
640,3939,"00475894",212,100.00
641,568,"67898694",83,200.00
642,2212,"42462441",419,300.00
643,4213,"08181586",498,900.00
644,3592,"31244663",43,1500.00
645,1680,"51019678",334,700.00
646,831,"46164955",204,16900.00
647,733,"81030736",339,2900.00
648,2694,"42436584",305,300.00
649,1681,"38250360",66,100.00
650,1524,"90625494",223,2500.00
651,927,"85899313",48,1600.00
652,3757,"47683626",474,3200.00
653,4535,"65569635",406,4000.00
654,4287,"56306997",396,100.00
655,3205,"85225343",297,100.00
656,2288,"12575562",222,400.00
657,1096,"37385696",122,700.00
658,1947,"13903144",271,100.00
659,1682,"13419256",254,400.00
660,2385,"35650176",211,200.00
661,491,"92747083",333,400.00
662,1011,"65151231",71,800.00
663,4995,"93494928",312,3500.00
664,2289,"07869910",334,8000.00
665,11,"13009833",317,2000.00
666,1948,"74252722",179,700.00
667,1683,"72070937",288,2900.00
668,650,"82097999",218,100.00
669,1012,"65228535",66,15000.00
670,3359,"68137358",459,600.00
671,4019,"67827638",278,1500.00
672,1525,"50864911",96,600.00
673,832,"75283645",405,300.00
674,1437,"88231132",102,500.00
675,1356,"88447167",78,100.00
676,4288,"56851377",499,600.00
677,651,"53826716",51,3100.00
678,12,"77337818",165,200.00
679,4624,"06789850",121,12700.00
680,2386,"11668732",341,100.00
681,1526,"94713081",475,3000.00
682,2014,"54038913",344,600.00
683,1357,"56306997",265,100.00
684,2458,"98748972",489,2300.00
685,2015,"57403166",196,29400.00
686,2016,"83016315",142,400.00
687,2542,"11668732",468,100.00
688,3206,"45377076",352,2100.00
689,400,"74252420",95,100.00
690,2114,"35833156",34,3600.00
691,4625,"65319931",312,1200.00
692,3207,"17758595",490,400.00
693,89,"63993471",303,500.00
694,4020,"72383095",254,200.00
695,3441,"09736572",83,500.00
696,2543,"73140807",379,300.00
697,928,"56775103",179,2500.00
698,4289,"15374874",450,400.00
699,1013,"92592466",460,2500.00
700,3122,"37376585",481,2700.00
701,3123,"50992979",195,1000.00
702,4021,"02823170",127,4300.00
703,4901,"37376585",485,2800.00
704,2387,"78320463",157,3200.00
705,3940,"99529223",221,800.00
706,2695,"48586340",401,19500.00
707,401,"32787299",388,100.00
708,1684,"07507864",26,200.00
709,4626,"94130244",152,400.00
710,3360,"67187530",104,3000.00
711,240,"29958838",328,1000.00
712,3274,"49684848",389,2200.00
713,3124,"36913810",480,100.00
714,4379,"90377459",255,100.00
715,325,"17566185",221,100.00
716,3515,"47553014",490,100.00
717,4112,"56792612",149,100.00
718,3667,"87529405",178,22900.00
719,2544,"56775103",257,2600.00
720,1097,"07507864",21,200.00
721,1438,"18024248",82,1800.00
722,4380,"45377076",224,2100.00
723,3275,"93494928",499,3500.00
724,171,"78979095",220,500.00
725,2856,"26687537",98,2800.00
726,3208,"36553958",94,900.00
727,3835,"85822412",422,1600.00
728,734,"67898694",150,200.00
729,2017,"44769200",404,1800.00
730,241,"72160068",403,100.00
731,3516,"53826716",347,3100.00
732,1182,"02614124",286,300.00
733,3668,"83926371",323,1000.00
734,929,"73863413",109,200.00
735,3361,"13756669",462,400.00
736,1014,"16090908",337,100.00
737,3209,"65181648",56,2200.00
738,2545,"33273328",210,100.00
739,3442,"96316277",453,4500.00
740,1183,"68159587",378,4000.00
741,4381,"08593410",451,3200.00
742,4214,"09289546",241,2800.00
743,4290,"99990728",38,600.00
744,3125,"99990728",129,600.00
745,3941,"42462441",178,300.00
746,1862,"87529405",194,22900.00
747,3593,"86728778",239,100.00
748,3669,"87529405",322,22900.00
749,1358,"89889098",45,100.00
750,3594,"16879290",135,100.00
751,1603,"23978249",468,2700.00
752,2765,"11668732",223,100.00
753,2857,"94566031",29,6800.00
754,4996,"40056581",122,1900.00
755,3758,"99529223",449,800.00
756,735,"35650176",293,200.00
757,3836,"55177213",291,100.00
758,492,"95004803",364,1000.00
759,3276,"67187530",405,3000.00
760,2388,"61586053",61,2700.00
761,4536,"07672593",190,300.00
762,2115,"75283645",268,300.00
763,1359,"00965138",380,1200.00
764,3670,"72070937",427,3500.00
765,4815,"67005685",416,400.00
766,1264,"96917555",204,100.00
767,2213,"70166708",147,100.00
768,2116,"14665841",167,900.00
769,1685,"42235350",53,800.00
770,3362,"10570592",34,200.00
771,833,"35496015",431,1300.00
772,3210,"14665841",100,900.00
773,1686,"35503389",423,1900.00
774,4627,"09121552",211,2600.00
775,2290,"83926371",197,800.00
776,3517,"64606833",21,5600.00
777,3443,"32868828",296,2100.00
778,3126,"42235350",28,900.00
779,402,"03356886",401,300.00
780,172,"50929647",141,500.00
781,4816,"00965138",470,1200.00
782,242,"30158366",111,100.00
783,2858,"77701200",416,2000.00
784,4997,"13903144",126,100.00
785,1863,"26697396",171,100.00
786,3444,"97861742",391,300.00
787,3044,"75283645",146,300.00
788,4902,"08135295",144,1000.00
789,4726,"42462441",346,300.00
790,3127,"68387461",302,500.00
791,2389,"28609087",380,200.00
792,243,"53121477",198,100.00
793,4727,"81030736",301,2800.00
794,3837,"85125977",364,3800.00
795,3445,"74437458",98,2000.00
796,4113,"81415657",208,600.00
797,2018,"09046318",249,3000.00
798,90,"25556386",327,1300.00
799,1265,"87775215",496,600.00
800,1098,"33374088",228,300.00
801,173,"31227216",432,800.00
802,1864,"28688676",258,8700.00
803,174,"38285503",481,2300.00
804,3838,"13009833",465,2000.00
805,3518,"20868105",304,200.00
806,2019,"95004803",41,1000.00
807,1266,"90825067",168,200.00
808,930,"14716857",419,7500.00
809,1099,"25556386",76,1300.00
810,834,"10576383",342,400.00
811,1604,"72340307",401,200.00
812,3759,"25487660",463,2900.00
813,4537,"97969689",323,300.00
814,91,"29436733",316,7400.00
815,3446,"28754377",297,400.00
816,4022,"74752529",331,600.00
817,3839,"05917225",466,2200.00
818,4382,"14942603",31,200.00
819,2117,"74093639",193,100.00
820,931,"61662963",58,2300.00
821,2214,"21931511",346,2500.00
822,3840,"23978249",484,2600.00
823,3447,"72160068",316,100.00
824,2020,"86028436",493,100.00
825,1527,"12201654",169,1100.00
826,2626,"40056581",389,1900.00
827,3211,"60855700",343,1500.00
828,736,"98847493",122,100.00
829,92,"88231132",54,500.00
830,1267,"33704923",454,2000.00
831,1184,"56792612",381,100.00
832,1772,"35935572",382,100.00
833,652,"32035886",28,100.00
834,1773,"85320121",495,1400.00
835,13,"79978790",265,6700.00
836,4728,"91744214",84,300.00
837,3841,"79089901",179,100.00
838,4903,"51642594",266,100.00
839,3212,"35812670",195,200.00
840,1100,"98234974",394,13000.00
841,2118,"91306093",457,3200.00
842,4463,"17778019",63,200.00
843,2215,"23978249",430,2600.00
844,2766,"12517517",358,2400.00
845,1268,"56267415",163,600.00
846,1360,"70993218",382,200.00
847,3519,"48586340",355,23100.00
848,2546,"91744214",83,300.00
849,403,"01297845",38,100.00
850,569,"54634663",31,800.00
851,1439,"85225343",203,100.00
852,93,"13756669",417,300.00
853,2119,"34999379",128,200.00
854,2627,"33704923",188,2000.00
855,835,"54038913",228,600.00
856,4817,"75863473",284,100.00
857,2547,"13009833",330,2000.00
858,737,"89788677",83,1100.00
859,4628,"21172421",185,100.00
860,1269,"21682744",306,300.00
