"ID","SupplierID","MaterialID","PricePerUnit","AvailableStock"
303,"00901493","90152735",100.00,538
304,"00901493","62820592",200.00,796
305,"00901493","95690391",1000.00,315
306,"00901493","61367643",100.00,137
307,"00901493","57854710",1500.00,693
308,"00901493","29587039",400.00,1005
309,"00901493","38250360",100.00,896
310,"00901493","54193837",2800.00,415
311,"01300535","53606628",5000.00,339
312,"01300535","16090908",100.00,401
313,"01300535","68159587",4000.00,935
314,"01300535","28427073",100.00,426
315,"01300535","72160068",100.00,275
316,"01300535","74252722",600.00,1048
317,"01300535","35594951",51200.00,364
318,"01300535","10570592",300.00,629
319,"01300535","50119651",500.00,1002
320,"01300535","68137358",600.00,72
321,"01300535","04216175",1300.00,305
322,"01300535","79978790",6000.00,259
323,"01300535","91497616",200.00,330
324,"01300535","21831063",1000.00,826
325,"01300535","17566185",100.00,88
326,"01300535","11668732",100.00,914
327,"01300535","99486328",800.00,255
328,"01300535","06818112",1900.00,484
329,"01300535","37308985",100.00,605
330,"01300535","54634663",900.00,523
331,"01300535","02823170",4300.00,751
332,"01300535","35431319",2500.00,135
333,"01300535","91306093",3800.00,374
334,"01300535","42462441",300.00,414
335,"01300535","77701200",2000.00,900
336,"01300535","32787299",100.00,209
337,"01300535","00289289",600.00,294
338,"01300535","57403166",29400.00,794
339,"01300535","32138745",2300.00,1037
340,"01300535","21227574",13000.00,756
341,"01300535","62043515",3300.00,620
342,"01300535","78339168",100.00,783
343,"01300535","32857966",700.00,1003
344,"01300535","53100814",2000.00,616
345,"01300535","21831063",1000.00,1023
346,"01300535","12201654",1100.00,216
347,"01300535","25556386",1300.00,961
348,"01300535","90377459",100.00,108
349,"01300535","73863413",200.00,606
350,"01300535","88753260",10600.00,658
351,"01300535","85132217",700.00,424
352,"01300535","45377076",2100.00,95
353,"01300535","56792612",100.00,153
354,"01300535","22162965",100.00,432
355,"01300535","85822412",2500.00,650
356,"01300535","99529223",800.00,904
357,"01300535","12448136",4800.00,522
358,"01300535","77701200",2000.00,848
359,"01300535","37308985",100.00,625
360,"01300535","56792612",100.00,532
361,"01300535","56306997",100.00,735
362,"01300535","47553014",100.00,1030
363,"01300535","71979055",2900.00,897
364,"01300535","09528530",4900.00,344
365,"01300535","91497616",200.00,980
366,"01300535","10752378",25000.00,818
367,"01300535","85225343",100.00,99
368,"01300535","79795010",1100.00,993
369,"01300535","45377076",2100.00,616
370,"01300535","39823450",2900.00,55
371,"01300535","84374605",400.00,376
372,"01300535","17758595",400.00,667
373,"01300535","09196777",500.00,155
374,"01300535","25487660",2900.00,724
375,"01300535","91497616",200.00,108
376,"01300535","67005685",400.00,318
377,"01300535","73140807",200.00,215
378,"01300535","88447167",100.00,71
379,"01300535","42339391",300.00,659
380,"01300535","47683626",3000.00,1036
381,"01300535","06729990",7000.00,151
382,"01300535","61367643",100.00,599
383,"01300535","81415657",600.00,490
384,"01300535","22162965",100.00,605
385,"01300535","74437458",2000.00,506
386,"01300535","35575298",100.00,665
387,"01300535","13756669",400.00,756
388,"01300535","11003626",400.00,736
389,"01673623","01049999",200.00,364
390,"01673623","96316277",4500.00,561
391,"01673623","28609087",200.00,664
392,"01673623","31944441",2500.00,587
393,"01673623","89639081",2500.00,894
394,"01673623","44349361",500.00,661
395,"01673623","99486328",800.00,574
396,"01673623","21831063",1800.00,834
397,"01673623","90825067",200.00,402
398,"01673623","63791320",100.00,457
399,"01673623","72556484",3000.00,1030
400,"01673623","74252420",100.00,730
401,"01673623","32787299",100.00,509
402,"01673623","03356886",300.00,305
403,"01673623","01297845",100.00,950
404,"01673623","52401521",10000.00,784
405,"01673623","53121477",100.00,1023
406,"01673623","98046763",4400.00,711
407,"01673623","32138745",3100.00,436
408,"01673623","24627347",100.00,1000
409,"01673623","71182864",100.00,640
410,"01673623","04308421",500.00,153
411,"01673623","65569635",4000.00,796
412,"01673623","73863413",200.00,471
413,"01673623","21472420",200.00,916
414,"01673623","27326368",2300.00,120
415,"01673623","09233013",5400.00,800
416,"01673623","61662963",1700.00,591
417,"01673623","25714784",900.00,504
418,"01673623","56661351",1200.00,698
419,"01673623","37295260",2500.00,928
420,"01673623","46843172",2400.00,496
421,"01673623","36231783",100.00,649
422,"01673623","09289546",2700.00,707
423,"01673623","26998038",500.00,540
424,"01673623","38285503",2300.00,528
425,"01673623","21429110",2700.00,970
426,"01673623","99645480",100.00,218
427,"01673623","94713081",3000.00,128
428,"01673623","10570592",200.00,939
429,"01673623","09289546",2700.00,261
430,"01673623","68387461",500.00,436
431,"01673623","07507864",200.00,351
432,"01673623","02614124",300.00,396
433,"01673623","08526544",1200.00,878
434,"01673623","85822412",1600.00,154
435,"01673623","56851760",400.00,83
436,"01673623","86282117",3800.00,906
437,"01673623","78320463",3300.00,230
438,"01673623","74437458",2000.00,384
439,"01673623","72070937",3100.00,179
440,"01673623","96356822",100.00,696
441,"01673623","87226012",300.00,892
442,"01673623","18728463",2900.00,321
443,"01673623","86028436",100.00,883
444,"01673623","53100814",2900.00,399
445,"01673623","38285503",2300.00,297
446,"01673623","33704923",2000.00,241
447,"01673623","78461803",300.00,261
448,"01673623","13718431",700.00,535
449,"01673623","28270233",2900.00,841
450,"01673623","02823170",4300.00,551
451,"01673623","99645480",100.00,184
452,"01673623","13556182",100.00,216
453,"01673623","86282117",3200.00,478
454,"01673623","21472420",200.00,693
455,"01673623","75329037",100.00,980
456,"01673623","91332642",700.00,771
457,"01673623","87226012",400.00,865
458,"01673623","19175900",100.00,965
459,"01673623","31944441",2500.00,180
460,"01673623","23978249",2600.00,954
461,"01673623","41273847",4100.00,182
462,"01673623","54038913",600.00,996
463,"01673623","91744214",300.00,387
464,"01673623","42169044",100.00,897
465,"01673623","36231783",100.00,275
466,"01673623","83016315",400.00,633
467,"01673623","68139880",3200.00,293
468,"01673623","55177213",100.00,516
469,"01673623","83131979",2900.00,653
470,"01673623","06818112",1900.00,664
471,"01673623","60897765",100.00,313
472,"01673623","81415657",600.00,524
473,"01673623","64606833",5600.00,630
474,"01673623","61367643",100.00,529
475,"01673623","28270233",2900.00,704
476,"01673623","45540424",100.00,885
477,"01673623","63440831",400.00,263
478,"01673623","57403166",29400.00,611
479,"01673623","97861742",300.00,214
480,"01673623","80388981",600.00,191
481,"01749564","58812137",100.00,263
482,"01749564","75563727",100.00,691
483,"01749564","88447167",100.00,619
484,"01749564","60897765",100.00,971
485,"01749564","60291817",100.00,949
486,"01749564","87529405",22900.00,784
487,"01749564","95004803",800.00,1024
488,"01749564","32138745",2800.00,715
489,"01749564","53606628",5100.00,457
490,"01749564","61586053",2300.00,88
491,"01749564","92747083",400.00,1019
492,"01749564","95004803",1000.00,783
493,"01749564","35833156",1900.00,807
494,"01749564","00475894",100.00,639
495,"01749564","49597086",100.00,721
496,"01749564","13209423",200.00,642
497,"01749564","65569635",4000.00,995
498,"01749564","21227574",17300.00,998
499,"01749564","80801586",2400.00,959
500,"01749564","53606628",5200.00,750
501,"01749564","08526544",1300.00,822
502,"01749564","09528530",5000.00,813
503,"01749564","00475894",100.00,550
504,"01749564","30158366",100.00,259
505,"01749564","70993218",200.00,598
506,"01749564","03561597",100.00,162
507,"01749564","54547971",6200.00,965
508,"01749564","44769200",1800.00,292
509,"01749564","56267415",600.00,513
510,"01749564","53843426",6300.00,641
511,"01749564","11003626",400.00,618
512,"01749564","10576383",400.00,116
513,"01749564","44349361",500.00,679
514,"01749564","10099059",400.00,995
515,"01749564","85899313",1500.00,888
516,"01749564","68159587",4000.00,408
517,"01749564","09583482",2400.00,323
518,"01749564","01540956",600.00,344
519,"01749564","70993218",200.00,703
520,"01749564","56851760",400.00,432
521,"01749564","58800797",100.00,1001
522,"01749564","35935572",100.00,659
523,"01749564","96423126",1100.00,243
524,"01749564","00289289",600.00,188
525,"01749564","71498611",1900.00,163
526,"01749564","76644106",2800.00,199
527,"01749564","29345092",300.00,460
528,"01749564","10576383",400.00,651
529,"01749564","85758349",2600.00,825
530,"01749564","33374088",300.00,125
531,"01749564","62043515",3500.00,99
532,"01749564","35503389",1900.00,69
533,"01749564","57503414",1100.00,999
534,"01749564","04308421",400.00,741
535,"01749564","86728778",100.00,655
536,"01749564","56306997",100.00,1005
537,"01749564","12448136",4400.00,1008
538,"01749564","00872248",300.00,979
539,"01749564","90152735",100.00,819
540,"01749564","96733645",400.00,108
541,"01749564","61367643",100.00,1035
542,"01749564","32614537",7200.00,803
543,"01749564","12448136",4700.00,860
544,"01749564","87226012",400.00,839
545,"01749564","36553958",900.00,567
546,"01749564","58800797",100.00,269
547,"01749564","80388981",500.00,593
548,"01749564","11496211",2000.00,107
549,"01749564","98847493",100.00,709
550,"01749564","83370583",500.00,176
551,"01749564","32857966",600.00,702
552,"01749564","84214382",100.00,932
553,"01749564","24941004",300.00,504
554,"01749564","77337818",200.00,676
555,"01749564","10570592",200.00,819
556,"01749564","56851760",400.00,1015
557,"01749564","70166708",100.00,570
558,"01821161","56851760",400.00,756
559,"01821161","45657579",1400.00,1018
560,"01821161","74752529",700.00,774
561,"01821161","81415657",600.00,765
562,"01821161","08135295",900.00,455
563,"01821161","37376585",2600.00,931
564,"01821161","50185867",400.00,239
565,"01821161","84705205",7000.00,352
566,"01821161","79864260",100.00,994
567,"01821161","29587039",400.00,864
568,"01821161","67898694",200.00,291
569,"01821161","54634663",800.00,811
570,"01821161","17778019",200.00,132
571,"01821161","13718431",800.00,177
572,"01821161","06789850",12700.00,441
573,"01821161","61586053",3200.00,623
574,"01821161","22321899",3700.00,743
575,"01821161","25529407",1500.00,797
576,"01821161","28270233",2900.00,705
577,"01821161","26687537",1600.00,86
578,"01821161","07849494",2900.00,266
579,"01821161","05917225",2200.00,1024
580,"01821161","33273328",100.00,269
581,"01821161","62820592",200.00,227
582,"01821161","21472420",200.00,276
583,"01821161","35551614",100.00,650
584,"01821161","84374605",400.00,372
585,"01821161","74752529",800.00,863
586,"01821161","53826716",3100.00,148
587,"01821161","20776478",1700.00,101
588,"01821161","33704923",2000.00,1012
589,"01821161","29958838",700.00,707
590,"01821161","02614124",300.00,451
591,"01821161","05917225",2200.00,85
592,"01821161","18566572",900.00,1023
593,"01821161","68137358",600.00,808
594,"01821161","84705205",4500.00,920
595,"01821161","73197857",100.00,130
596,"01821161","72556484",3000.00,841
597,"01821161","56629388",200.00,765
598,"01821161","66238574",2400.00,251
599,"01821161","78961459",1200.00,912
600,"01821161","28898923",100.00,756
601,"01821161","35503389",1700.00,995
602,"01821161","74252420",100.00,659
603,"01821161","76149359",5100.00,261
604,"01821161","85758349",2600.00,278
605,"01821161","22321899",3700.00,558
606,"01821161","10752378",25000.00,907
607,"01821161","29557077",600.00,810
608,"01821161","15015458",400.00,278
609,"01821161","21429110",2700.00,914
610,"01821161","32787299",100.00,684
611,"01821161","15374874",300.00,628
612,"01821161","95690391",1000.00,1041
613,"01821161","20514014",100.00,270
614,"01821161","77337818",200.00,180
615,"01821161","94713081",3000.00,1038
616,"01821161","85822412",1700.00,600
617,"01821161","85320121",1400.00,837
618,"01821161","56722344",200.00,334
619,"01821161","28688676",8700.00,111
620,"01821161","33744231",300.00,503
621,"01821161","78461803",200.00,132
622,"01821161","33101783",900.00,101
623,"01821161","23978249",2500.00,60
624,"01821161","25714784",900.00,948
625,"01821161","35264581",700.00,511
626,"01821161","09736572",500.00,659
627,"01821161","67187530",3000.00,715
628,"01821161","93702683",3800.00,548
629,"01821161","49684848",1400.00,545
630,"01821161","79254563",700.00,1033
631,"01821161","29587039",400.00,478
632,"01821161","58800797",100.00,244
633,"01821161","00076758",600.00,737
634,"01821161","59476001",100.00,904
635,"01821161","14716857",7500.00,257
636,"01821161","12388090",200.00,526
637,"01821161","58812137",100.00,807
638,"02051123","05334035",200.00,409
639,"02051123","67827638",1700.00,574
640,"02051123","94566031",6900.00,592
641,"02051123","73197857",100.00,188
642,"02051123","89038526",600.00,115
643,"02051123","96102525",500.00,963
644,"02051123","17758595",400.00,421
645,"02051123","13903144",100.00,165
646,"02051123","09121552",2600.00,513
647,"02051123","03356886",200.00,1018
648,"02051123","87705310",25000.00,505
649,"02051123","81178885",42800.00,421
650,"02051123","82097999",100.00,542
651,"02051123","53826716",3100.00,395
652,"02051123","32035886",100.00,299
653,"02051123","29436733",7400.00,261
654,"02051123","80801586",2300.00,360
655,"02051123","71286543",400.00,967
656,"02051123","21429110",2700.00,706
657,"02051123","99990728",600.00,579
658,"02051123","66238574",2300.00,725
659,"02051123","78406989",1200.00,842
660,"02051123","01297845",100.00,986
661,"02051123","42462441",300.00,352
662,"02051123","16240908",19400.00,755
663,"02051123","03999315",500.00,670
664,"02051123","08526544",1100.00,1036
665,"02051123","61586053",3700.00,120
666,"02051123","98234974",13000.00,443
667,"02051123","52401521",10000.00,804
668,"02051123","14665841",900.00,643
669,"02051123","80801586",2200.00,751
670,"02051123","96316277",4500.00,778
671,"02051123","26697396",100.00,588
672,"02051123","32138745",2700.00,556
673,"02051123","79864260",100.00,968
674,"02051123","79254563",700.00,121
675,"02051123","50992979",1200.00,650
676,"02051123","97739173",500.00,839
677,"02051123","71691040",100.00,196
678,"02051123","20776478",2000.00,413
679,"02051123","72070937",2900.00,429
680,"02051123","09233013",5400.00,855
681,"02051123","13903144",100.00,937
682,"02051123","96917555",100.00,73
683,"02051123","48181396",100.00,502
684,"02051123","18728463",3000.00,243
685,"02051123","98847493",100.00,659
686,"02051123","01049999",200.00,517
687,"02051123","21472420",200.00,557
688,"02051123","73793389",100.00,187
689,"02051123","56851760",400.00,214
690,"02051123","81734598",3500.00,458
691,"02051123","99990728",600.00,599
692,"02051123","68137358",500.00,571
693,"02051123","84705205",5500.00,1011
694,"02051123","20868105",200.00,290
695,"02051123","35551614",100.00,368
696,"02051123","17566185",100.00,922
697,"02051123","10752378",25000.00,456
698,"02051123","08526544",1100.00,466
699,"02051123","85511909",3000.00,910
700,"02051123","48537831",400.00,104
701,"02051123","39349722",3900.00,741
702,"02051123","00435578",1200.00,345
703,"02051123","16240908",20400.00,450
704,"02051123","17558317",2900.00,168
705,"02051123","13903144",100.00,440
706,"02051123","96102525",200.00,647
707,"02051123","59476001",100.00,865
708,"02051123","55177213",100.00,334
709,"02051123","88753260",10400.00,1027
710,"02051123","56722344",200.00,84
711,"02051123","65579548",800.00,287
712,"02051123","72909480",400.00,135
713,"02051123","61510041",100.00,763
714,"02051123","28754377",400.00,362
715,"02051123","97942942",100.00,469
716,"02051123","35431319",2500.00,211
717,"02051123","61662963",2100.00,598
718,"02051123","03999315",500.00,307
719,"02051123","22969840",200.00,694
720,"02293392","56623995",500.00,499
721,"02293392","86282117",3600.00,363
722,"02293392","35594597",200.00,267
723,"02293392","21682744",400.00,198
724,"02293392","81756179",200.00,138
725,"02293392","30158366",100.00,1046
726,"02293392","33528453",19800.00,769
727,"02293392","50929647",300.00,655
728,"02293392","38285503",2300.00,920
729,"02293392","17778019",200.00,587
730,"02293392","56722344",200.00,123
731,"02293392","73140807",400.00,805
732,"02293392","01297845",100.00,605
733,"02293392","81030736",2900.00,563
734,"02293392","67898694",200.00,948
735,"02293392","35650176",200.00,1001
736,"02293392","98847493",100.00,112
737,"02293392","89788677",1100.00,506
738,"02293392","96733645",300.00,145
739,"02293392","74437458",2000.00,159
740,"02293392","20868105",200.00,309
741,"02293392","02614124",300.00,1019
742,"02293392","91306093",3200.00,118
743,"02293392","08883684",100.00,484
744,"02293392","66238574",2000.00,1014
745,"02293392","29557077",600.00,572
746,"02293392","12388090",200.00,767
747,"02293392","81178885",42800.00,72
748,"02293392","91497616",200.00,1007
749,"02293392","70993218",200.00,769
750,"02293392","28754377",400.00,775
751,"02293392","77736262",1400.00,519
752,"02293392","61367643",100.00,220
753,"02293392","07507864",200.00,495
754,"02293392","96356822",100.00,764
755,"02293392","12575562",400.00,284
756,"02293392","57503414",1100.00,79
757,"02293392","03561597",100.00,496
758,"02293392","73197857",100.00,192
759,"02293392","21682744",400.00,422
760,"02293392","72070937",3100.00,485
761,"02293392","25714784",800.00,109
762,"02293392","09736572",500.00,1040
763,"02293392","85899313",1500.00,825
764,"02293392","79254563",700.00,953
765,"02293392","10099059",400.00,242
766,"02293392","83131979",2900.00,300
767,"02293392","42169044",100.00,726
768,"02293392","43524491",2400.00,682
769,"02293392","10709497",100.00,182
770,"02293392","98847493",100.00,815
771,"02293392","75329037",100.00,477
772,"02293392","35594597",200.00,891
773,"02293392","76125617",200.00,973
774,"02293392","13009833",2000.00,146
775,"02293392","85758349",2600.00,759
776,"02293392","99529223",900.00,307
777,"02293392","97861742",300.00,207
778,"02293392","06818112",1900.00,67
779,"02293392","48586340",23300.00,666
780,"02293392","45377076",2100.00,78
781,"02293392","20776478",1800.00,344
782,"02293392","09121552",2600.00,434
783,"02293392","35431319",2500.00,88
784,"02293392","92274302",500.00,91
785,"02293392","74346088",600.00,142
786,"02293392","07849494",2900.00,385
787,"02293392","58800797",100.00,450
788,"02293392","96356822",100.00,1046
789,"02293392","60597444",100.00,830
790,"02293392","15492573",100.00,961
791,"02293392","13718431",700.00,269
792,"02293392","09121552",2600.00,409
793,"02293392","67005685",400.00,191
794,"02293392","94427530",100.00,676
795,"02293392","00872248",200.00,757
796,"02293392","25529407",1500.00,710
797,"02293392","54193837",2800.00,228
