"transaction_id","company_id","material_id","quantity","price_per_unit","discount_rate","total_price","transaction_date","notes"
"00062545","23993643","23978249",173.00,2600.00,0,449800.00,"2021-06-19",""
"00067356","38240498","12201654",56.00,1100.00,0,1100.00,"2023-04-05",""
"00069513","62736106","74346088",184.00,700.00,0,128800.00,"2019-05-22",""
"00075127","42271016","99529223",238.00,900.00,0,214200.00,"2025-07-26",""
"00076452","31189426","14665841",92.00,900.00,0,82800.00,"2019-04-20",""
"00081475","97277434","22162965",77.00,100.00,8,7080.00,"2023-10-13",Promotional offer - negotiated discount (8%) due to order size
"00089301","60623838","87705310",312.00,25000.00,2,7644000.00,"2024-10-03",Bulk order discount - small percentage off (2%)
"00090243","87153340","03999315",289.00,500.00,19,117050.00,"2025-07-10",Promotional offer - significant discount (19%) for promotional/clearance
"00090387","67779175","96733645",448.00,300.00,2,131710.00,"2019-12-15",Loyal customer - small percentage off (2%)
"00093011","10794545","50992979",302.00,1100.00,4,318910.00,"2019-09-09",Early payment discount - small percentage off (4%)
"00095204","20613386","60211891",27.00,4500.00,2,119070.00,"2023-06-17",End-of-quarter promotion - small percentage off (2%)
"00101086","36708756","86282117",461.00,3300.00,9,1384380.00,"2018-08-02",Seasonal discount - negotiated discount (9%) due to order size
"00101959","71788450","28317637",415.00,2200.00,1,903870.00,"2018-10-10",Contractual rebate - small percentage off (1%)
"00102907","79928643","35812670",495.00,200.00,7,92070.00,"2020-03-02",Bulk order discount - negotiated discount (7%) due to order size
"00108131","38240498","65181648",137.00,2200.00,0,301400.00,"2022-07-07",""
"00112387","32134356","62043515",354.00,3100.00,0,1097400.00,"2020-12-30",""
"00112750","77035910","88834863",263.00,4300.00,3,1096970.00,"2024-06-20",Seasonal discount - small percentage off (3%)
"00117136","40982920","59476001",238.00,100.00,1,23560.00,"2020-04-07",Promotional offer - small percentage off (1%)
"00117634","24869040","66238574",55.00,2400.00,16,110880.00,"2024-07-05",Special pricing for repeat client - significant discount (16%) for promotional/clearance
"00118108","67910504","32614537",306.00,9100.00,0,2784600.00,"2018-09-15",""
"00120393","41362204","63791320",33.00,100.00,0,3300.00,"2025-07-22",""
"00125545","01821161","56851760",105.00,400.00,12,36960.00,"2021-04-14",Contractual rebate - significant discount (12%) for promotional/clearance
"00125733","19310451","12388090",57.00,200.00,13,9920.00,"2021-08-14",Contractual rebate - significant discount (13%) for promotional/clearance
"00126443","06008038","01297845",331.00,100.00,0,33100.00,"2018-10-22",""
"00127337","45843534","80388981",155.00,600.00,0,93000.00,"2019-03-23",""
"00128951","85896552","60597444",489.00,100.00,9,44500.00,"2022-04-25",End-of-quarter promotion - negotiated discount (9%) due to order size
"00131113","75764965","37308985",331.00,100.00,0,33100.00,"2022-10-30",""
"00131821","74768085","12575562",139.00,400.00,1,55040.00,"2023-05-01",Clearance sale - small percentage off (1%)
"00137750","35791403","56851760",239.00,400.00,0,95600.00,"2020-05-15",""
"00138728","55878719","50992979",104.00,1100.00,6,107540.00,"2024-07-23",Early payment discount - negotiated discount (6%) due to order size
"00139537","34204028","03356886",83.00,200.00,5,15770.00,"2022-01-04",Loyal customer - small percentage off (5%)
"00140014","66450419","88550256",449.00,2500.00,0,1122500.00,"2022-02-04",""
"00140242","16375309","25808537",32.00,300.00,9,8740.00,"2025-07-08",Loyal customer - negotiated discount (9%) due to order size
"00141470","55878719","18740864",172.00,100.00,8,15820.00,"2025-03-26",Bulk order discount - negotiated discount (8%) due to order size
"00149180","89308086","76125617",347.00,200.00,0,69400.00,"2025-06-21",""
"00149673","26010819","21227574",204.00,13400.00,0,2733600.00,"2018-12-25",""
"00150531","71854930","54038913",226.00,600.00,0,135600.00,"2021-05-12",""
"00152371","17586119","09233013",245.00,5400.00,7,1230390.00,"2019-04-28",Promotional offer - negotiated discount (7%) due to order size
"00152809","10971722","33704923",352.00,2000.00,0,2000.00,"2021-11-29",""
"00153270","79260160","88550256",494.00,2600.00,5,1220180.00,"2018-05-12",Contractual rebate - small percentage off (5%)
"00153429","38539694","85511909",457.00,3000.00,0,1371000.00,"2023-08-06",""
"00153688","20613386","50185867",379.00,500.00,1,500.00,"2020-05-01",Contractual rebate - small percentage off (1%)
"00154195","05758218","46020613",297.00,1200.00,0,356400.00,"2024-05-31",""
"00154400","31025923","23978249",230.00,2500.00,1,569250.00,"2024-09-27",Seasonal discount - small percentage off (1%)
"00157128","98161378","15014631",135.00,700.00,0,94500.00,"2021-11-29",""
"00157303","63691095","39349722",464.00,3900.00,3,1755310.00,"2020-07-14",End-of-quarter promotion - small percentage off (3%)
"00158954","29472946","14282218",268.00,9400.00,18,2065740.00,"2018-11-19",Volume rebate - significant discount (18%) for promotional/clearance
"00160295","17161740","45667651",64.00,100.00,11,5700.00,"2018-03-03",Contractual rebate - significant discount (11%) for promotional/clearance
"00160336","33689976","98046763",201.00,4300.00,0,864300.00,"2025-03-28",""
"00160756","25562291","50864911",349.00,600.00,4,201020.00,"2023-09-18",Special pricing for repeat client - small percentage off (4%)
"00164572","83771316","13009833",282.00,1900.00,0,535800.00,"2019-04-13",""
"00164816","28792886","10570592",460.00,200.00,0,92000.00,"2019-12-03",""
"00165239","67959647","64606833",253.00,5600.00,16,1190110.00,"2020-04-22",Seasonal discount - significant discount (16%) for promotional/clearance
"00165240","39339185","69467853",111.00,100.00,1,10990.00,"2020-07-09",Bulk order discount - small percentage off (1%)
"00169209","15113365","56851760",390.00,400.00,1,154440.00,"2020-12-31",Seasonal discount - small percentage off (1%)
"00169607","85896552","65579548",277.00,700.00,1,191960.00,"2018-08-04",Special pricing for repeat client - small percentage off (1%)
"00177763","27416911","09046318",169.00,3000.00,7,471510.00,"2024-05-28",Bulk order discount - negotiated discount (7%) due to order size
"00177937","59050318","32138745",411.00,2900.00,5,1132300.00,"2018-09-06",Seasonal discount - small percentage off (5%)
"00178859","09058470","01049999",143.00,200.00,0,28600.00,"2024-01-28",""
"00179227","91517705","67187530",403.00,3000.00,0,1209000.00,"2020-08-17",""
"00186185","67494975","33374088",456.00,300.00,1,135430.00,"2018-03-25",Clearance sale - small percentage off (1%)
"00195034","41003527","17566185",274.00,100.00,0,27400.00,"2023-10-19",""
"00196232","18610326","17558317",305.00,2900.00,2,866810.00,"2018-02-17",Promotional offer - small percentage off (2%)
"00196297","28328790","14665841",343.00,900.00,9,280920.00,"2024-04-27",Loyal customer - negotiated discount (9%) due to order size
"00198127","25735409","32787299",91.00,100.00,0,9100.00,"2020-08-27",""
"00199241","81706032","42091325",132.00,2400.00,2,310460.00,"2025-06-06",Bulk order discount - small percentage off (2%)
"00201854","78235921","73863413",427.00,200.00,0,85400.00,"2025-07-29",""
"00203666","46313881","01540956",473.00,600.00,13,246910.00,"2021-01-17",Early payment discount - significant discount (13%) for promotional/clearance
"00204275","24508298","26998038",449.00,500.00,0,224500.00,"2018-07-26",""
"00206575","80301835","76460539",370.00,100.00,9,33670.00,"2023-08-13",Promotional offer - negotiated discount (9%) due to order size
"00207179","02657876","58353204",163.00,900.00,9,133500.00,"2021-12-09",Seasonal discount - negotiated discount (9%) due to order size
"00209513","31025923","27326368",184.00,2300.00,0,423200.00,"2023-10-21",""
"00213682","41003527","73863413",38.00,200.00,10,6840.00,"2019-05-29",Loyal customer - negotiated discount (10%) due to order size
"00214521","65920478","50929647",95.00,500.00,0,47500.00,"2024-03-06",""
"00215627","23954695","35159040",417.00,1700.00,1,701810.00,"2019-04-15",Special pricing for repeat client - small percentage off (1%)
"00217110","64099642","65569635",145.00,4000.00,0,580000.00,"2019-02-08",""
"00219148","97506302","07774584",385.00,5100.00,0,1963500.00,"2019-12-11",""
"00219686","29605377","71971316",225.00,1200.00,0,270000.00,"2023-07-06",""
"00223154","36648250","73140807",37.00,300.00,0,11100.00,"2025-03-02",""
"00225967","12410582","25487660",469.00,2900.00,0,1360100.00,"2024-02-11",""
"00227722","72764896","88447167",394.00,100.00,0,39400.00,"2024-01-28",""
"00228453","80569878","24941004",42.00,300.00,7,11720.00,"2023-05-30",Early payment discount - negotiated discount (7%) due to order size
"00228779","67831837","71016525",334.00,2900.00,0,968600.00,"2023-10-29",""
"00229512","49858359","72340307",220.00,200.00,10,39600.00,"2020-03-13",Clearance sale - negotiated discount (10%) due to order size
"00231504","74178668","14366125",74.00,200.00,0,14800.00,"2019-04-18",""
"00236930","92993911","79254563",30.00,700.00,0,21000.00,"2024-09-29",""
"00238573","35911278","16879290",211.00,100.00,10,18990.00,"2021-03-25",Volume rebate - negotiated discount (10%) due to order size
"00240565","86389851","07901903",406.00,1600.00,0,649600.00,"2021-11-01",""
"00242267","27941739","56306997",48.00,100.00,14,4130.00,"2023-09-03",Promotional offer - significant discount (14%) for promotional/clearance
"00246500","46447415","10570592",393.00,200.00,3,76240.00,"2021-12-25",Seasonal discount - small percentage off (3%)
"00246664","46922794","87226012",359.00,300.00,0,107700.00,"2022-12-29",""
"00251947","90464254","68137358",283.00,600.00,9,154520.00,"2021-08-18",Early payment discount - negotiated discount (9%) due to order size
"00254490","20613386","32329237",116.00,2200.00,7,237340.00,"2019-11-14",Seasonal discount - negotiated discount (7%) due to order size
"00255246","25735409","72909480",46.00,400.00,19,14900.00,"2020-04-02",Volume rebate - significant discount (19%) for promotional/clearance
"00255399","49131016","36231783",333.00,100.00,0,33300.00,"2018-02-07",""
"00258197","63205313","74346088",193.00,700.00,0,135100.00,"2018-04-28",""
"00260529","61378665","54547971",324.00,6200.00,9,1828010.00,"2025-05-21",Contractual rebate - negotiated discount (9%) due to order size
"00260908","07283662","35594597",199.00,200.00,0,39800.00,"2023-08-24",""
"00261946","29394895","04308421",315.00,400.00,0,126000.00,"2020-06-22",""
"00269615","50337515","61367643",52.00,100.00,0,5200.00,"2022-09-28",""
"00269994","83852408","06789850",225.00,12700.00,11,2543180.00,"2019-06-02",Promotional offer - significant discount (11%) for promotional/clearance
"00276432","96683668","49597086",63.00,100.00,0,6300.00,"2021-09-02",""
"00277949","44519087","35264581",236.00,800.00,0,188800.00,"2019-03-16",""
"00278566","01673623","01049999",78.00,200.00,0,15600.00,"2025-03-02",""
"00280223","62104088","13718431",106.00,700.00,0,74200.00,"2019-05-14",""
"00282439","86389851","07270733",87.00,600.00,0,52200.00,"2023-10-21",""
"00285824","51413820","75345555",199.00,5000.00,3,965150.00,"2023-02-13",End-of-quarter promotion - small percentage off (3%)
"00289753","76758009","08135295",408.00,700.00,0,285600.00,"2025-01-30",""
"00291925","75096347","17778019",94.00,200.00,0,18800.00,"2019-05-14",""
"00300431","47673534","32857966",467.00,700.00,2,320360.00,"2023-06-20",Seasonal discount - small percentage off (2%)
"00305142","80301835","88447167",276.00,100.00,0,27600.00,"2022-03-11",""
"00311118","45918852","73863413",137.00,200.00,20,21920.00,"2025-03-10",Contractual rebate - significant discount (20%) for promotional/clearance
"00314832","75732744","96316277",35.00,4500.00,15,133880.00,"2021-01-23",Bulk order discount - significant discount (15%) for promotional/clearance
"00315432","35911278","31726318",47.00,4100.00,8,177280.00,"2025-06-02",Loyal customer - negotiated discount (8%) due to order size
"00319728","51413820","30728046",269.00,100.00,0,26900.00,"2019-05-13",""
"00324551","44398217","16090908",38.00,100.00,0,3800.00,"2018-05-30",""
"00325618","38885976","81415657",210.00,600.00,0,126000.00,"2022-05-14",""
"00326137","80701981","91332642",38.00,700.00,3,25800.00,"2018-02-08",Volume rebate - small percentage off (3%)
"00328194","74638860","88550256",145.00,2600.00,2,369460.00,"2020-05-09",Seasonal discount - small percentage off (2%)
"00332064","19838503","87226012",420.00,400.00,4,161280.00,"2018-08-31",Clearance sale - small percentage off (4%)
"00338119","28813786","37295260",441.00,2400.00,1,2400.00,"2023-07-29",Bulk order discount - small percentage off (1%)
"00339413","65920478","67187530",93.00,3000.00,0,279000.00,"2018-03-23",""
"00346950","24904634","94196727",409.00,6000.00,1,2429460.00,"2024-06-17",Bulk order discount - small percentage off (1%)
"00347702","37322787","61586053",140.00,3600.00,0,504000.00,"2022-05-17",""
"00354985","87153340","62043515",135.00,2400.00,14,278640.00,"2020-08-20",End-of-quarter promotion - significant discount (14%) for promotional/clearance
"00355894","42107607","83016315",38.00,500.00,4,18240.00,"2024-06-23",Seasonal discount - small percentage off (4%)
"00361790","38885976","26687537",216.00,2500.00,1,534600.00,"2018-01-26",Special pricing for repeat client - small percentage off (1%)
"00362045","98161378","83131979",182.00,2900.00,4,506690.00,"2023-08-15",End-of-quarter promotion - small percentage off (4%)
"00363780","45918852","58353204",418.00,900.00,0,376200.00,"2023-10-17",""
"00364406","97568239","42091325",92.00,2500.00,5,218500.00,"2022-02-08",Clearance sale - small percentage off (5%)
"00368996","84678818","96917555",341.00,100.00,0,34100.00,"2019-02-20",""
"00369677","97568239","47683626",437.00,2800.00,1,1211360.00,"2020-01-09",Contractual rebate - small percentage off (1%)
"00371629","24904634","01049999",204.00,200.00,6,38350.00,"2024-08-08",Seasonal discount - negotiated discount (6%) due to order size
"00372261","87184668","17232410",355.00,700.00,0,248500.00,"2020-02-15",""
"00376025","15791542","18728463",74.00,2800.00,0,207200.00,"2020-10-02",""
"00381199","37134440","62092888",33.00,800.00,4,25340.00,"2023-05-15",Loyal customer - small percentage off (4%)
"00383224","95270920","90152297",160.00,200.00,4,30720.00,"2021-12-11",Volume rebate - small percentage off (4%)
"00385720","53428073","33374088",85.00,300.00,3,24740.00,"2022-02-04",End-of-quarter promotion - small percentage off (3%)
"00393068","38885976","20868105",498.00,200.00,0,99600.00,"2020-07-07",""
"00393362","27644530","56267415",315.00,600.00,9,171990.00,"2022-01-18",Bulk order discount - negotiated discount (9%) due to order size
"00394993","44987090","62043515",241.00,3100.00,12,657450.00,"2024-10-15",Contractual rebate - significant discount (12%) for promotional/clearance
"00397450","58542299","21227574",430.00,16500.00,0,7095000.00,"2022-07-03",""
"00399123","73175920","75283645",258.00,300.00,0,77400.00,"2020-02-25",""
"00408021","80094288","25556386",310.00,1300.00,10,362700.00,"2021-03-30",Early payment discount - negotiated discount (10%) due to order size
"00409425","40032870","29219319",207.00,2100.00,13,2100.00,"2019-10-25",Early payment discount - significant discount (13%) for promotional/clearance
"00409586","23897554","64606833",212.00,5600.00,5,1127840.00,"2022-12-21",Special pricing for repeat client - small percentage off (5%)
"00410488","53322556","60855700",173.00,1600.00,0,276800.00,"2019-03-29",""
"00415244","27416911","35575298",499.00,100.00,5,47400.00,"2020-02-02",Loyal customer - small percentage off (5%)
"00419946","37870138","70823176",317.00,18300.00,12,5104970.00,"2018-09-25",End-of-quarter promotion - significant discount (12%) for promotional/clearance
"00420110","39339185","97086737",182.00,900.00,4,157250.00,"2023-05-30",Contractual rebate - small percentage off (4%)
"00421539","23993643","60211891",471.00,5400.00,4,2441660.00,"2019-11-04",Bulk order discount - small percentage off (4%)
"00421745","42107607","68387461",429.00,500.00,0,214500.00,"2021-03-25",""
"00424730","37296105","12981052",352.00,2500.00,7,818400.00,"2021-12-06",Contractual rebate - negotiated discount (7%) due to order size
"00425748","44482226","30587988",129.00,700.00,0,700.00,"2022-05-25",""
"00426603","54503810","56851760",453.00,400.00,0,181200.00,"2024-10-09",""
"00428052","77035910","60597444",489.00,100.00,4,46940.00,"2021-10-22",Volume rebate - small percentage off (4%)
"00429175","96291358","02614124",335.00,300.00,5,95480.00,"2019-03-08",Special pricing for repeat client - small percentage off (5%)
"00432768","62736106","72340307",405.00,300.00,0,121500.00,"2019-12-02",""
"00435817","23897554","17758595",175.00,400.00,1,69300.00,"2020-06-26",Seasonal discount - small percentage off (1%)
"00437555","77952719","74093639",169.00,100.00,0,16900.00,"2024-11-15",""
"00437682","74178668","37816686",141.00,100.00,10,12690.00,"2025-03-07",Special pricing for repeat client - negotiated discount (10%) due to order size
"00446240","91962950","78406989",257.00,1200.00,1,1200.00,"2024-04-14",Volume rebate - small percentage off (1%)
"00447644","74683602","12575562",434.00,300.00,3,126290.00,"2023-05-21",Seasonal discount - small percentage off (3%)
"00449304","98161378","12575562",281.00,400.00,0,112400.00,"2023-04-19",""
"00452089","60623838","45657579",324.00,1100.00,0,1100.00,"2022-01-20",""
"00458408","23954042","50992979",433.00,1200.00,0,519600.00,"2022-08-15",""
"00461598","52085167","26687537",150.00,2000.00,0,300000.00,"2024-05-16",""
"00463863","86108210","87225156",327.00,800.00,2,256370.00,"2025-02-15",Volume rebate - small percentage off (2%)
"00465933","32250611","73863413",474.00,200.00,5,90060.00,"2022-08-23",Seasonal discount - small percentage off (5%)
"00467739","90252129","74252420",88.00,100.00,12,7740.00,"2018-05-11",Volume rebate - significant discount (12%) for promotional/clearance
"00468624","47904931","18728463",385.00,2700.00,0,1039500.00,"2025-05-05",""
"00470150","88699096","28609087",183.00,200.00,14,31480.00,"2024-04-16",Seasonal discount - significant discount (14%) for promotional/clearance
"00471747","49131016","38285503",139.00,2300.00,3,310110.00,"2019-11-05",End-of-quarter promotion - small percentage off (3%)
"00474508","73175920","63440831",325.00,300.00,9,88720.00,"2018-03-07",Seasonal discount - negotiated discount (9%) due to order size
"00474731","33689976","28119557",348.00,2300.00,2,784390.00,"2020-08-08",Early payment discount - small percentage off (2%)
"00474931","47582693","77701200",23.00,2000.00,5,43700.00,"2018-10-23",Loyal customer - small percentage off (5%)
"00475808","98229612","80388981",173.00,600.00,18,85120.00,"2021-01-11",Seasonal discount - significant discount (18%) for promotional/clearance
"00476134","98229612","51220073",68.00,21300.00,4,1390460.00,"2024-10-02",Volume rebate - small percentage off (4%)
"00479224","41143473","35496015",106.00,1300.00,15,117130.00,"2021-04-28",Bulk order discount - significant discount (15%) for promotional/clearance
"00479468","64099642","85511909",309.00,3000.00,9,843570.00,"2019-01-09",Promotional offer - negotiated discount (9%) due to order size
"00480977","47101408","86637649",72.00,1600.00,1,114050.00,"2021-08-23",Bulk order discount - small percentage off (1%)
"00483774","37296105","00435578",44.00,1100.00,0,48400.00,"2022-01-08",""
"00484761","63526268","28270233",65.00,2900.00,1,186620.00,"2021-05-20",Loyal customer - small percentage off (1%)
"00486952","26010819","87225156",442.00,700.00,10,278460.00,"2024-10-20",Volume rebate - negotiated discount (10%) due to order size
"00496963","44482226","61510041",426.00,100.00,0,42600.00,"2022-12-30",""
"00498036","90927852","65569635",325.00,4000.00,5,1235000.00,"2023-08-21",Loyal customer - small percentage off (5%)
"00499123","63166902","83016315",474.00,400.00,9,172540.00,"2020-03-22",Volume rebate - negotiated discount (9%) due to order size
"00502381","36327134","60855700",162.00,1500.00,0,1500.00,"2021-09-02",""
"00505802","36999131","41837852",243.00,100.00,0,24300.00,"2021-09-24",""
"00509262","41003527","21227574",216.00,15900.00,3,3331370.00,"2025-07-16",Clearance sale - small percentage off (3%)
"00512562","53918909","69008866",451.00,3000.00,4,3000.00,"2021-05-31",Volume rebate - small percentage off (4%)
"00519907","90071753","91887369",308.00,100.00,0,30800.00,"2020-12-14",""
"00520412","37134440","62820592",486.00,200.00,0,97200.00,"2018-02-20",""
"00522089","92989082","50119651",174.00,500.00,7,80910.00,"2025-03-10",Bulk order discount - negotiated discount (7%) due to order size
"00522892","26166673","42436584",173.00,300.00,0,51900.00,"2023-12-14",""
"00523162","87393975","94130244",247.00,400.00,5,93860.00,"2024-09-07",Special pricing for repeat client - small percentage off (5%)
"00526410","70973120","17778019",450.00,200.00,1,89100.00,"2020-07-25",End-of-quarter promotion - small percentage off (1%)
"00532400","74287939","56851760",229.00,400.00,1,90680.00,"2021-03-07",Clearance sale - small percentage off (1%)
"00534723","62581836","63440831",443.00,300.00,0,132900.00,"2023-12-17",""
"00539296","18610326","87226012",341.00,400.00,4,130940.00,"2021-01-11",Promotional offer - small percentage off (4%)
"00540605","10894779","38250360",365.00,100.00,8,33580.00,"2019-01-21",Special pricing for repeat client - negotiated discount (8%) due to order size
"00542032","09058470","73863413",147.00,200.00,14,25280.00,"2022-01-10",Contractual rebate - significant discount (14%) for promotional/clearance
"00542385","95270920","60597444",270.00,100.00,2,26460.00,"2024-01-19",Loyal customer - small percentage off (2%)
"00547039","52060931","09335534",424.00,1900.00,1,1900.00,"2020-10-19",Special pricing for repeat client - small percentage off (1%)
"00548306","23021226","26687537",46.00,2200.00,4,97150.00,"2025-05-26",Volume rebate - small percentage off (4%)
"00550379","81312981","65319931",175.00,1200.00,0,210000.00,"2021-01-23",""
"00552974","35535900","74045292",254.00,2100.00,19,432050.00,"2021-06-17",Contractual rebate - significant discount (19%) for promotional/clearance
"00557806","29605377","88231132",130.00,500.00,7,60450.00,"2020-12-26",Bulk order discount - negotiated discount (7%) due to order size
"00558059","95198207","40603163",23.00,800.00,0,800.00,"2025-05-05",""
"00560696","41672644","61367643",343.00,100.00,0,34300.00,"2019-02-19",""
"00562785","52672632","75563727",285.00,100.00,0,28500.00,"2018-12-31",""
"00565584","19838503","96125636",33.00,200.00,3,6400.00,"2022-06-18",Promotional offer - small percentage off (3%)
"00565590","09649205","88550256",451.00,2300.00,9,943940.00,"2020-02-29",Bulk order discount - negotiated discount (9%) due to order size
"00571281","78980028","57403166",407.00,29400.00,0,11965800.00,"2020-09-01",""
"00574463","39834872","56851760",379.00,400.00,11,134920.00,"2025-06-04",Early payment discount - significant discount (11%) for promotional/clearance
"00576590","11039306","65181648",457.00,2200.00,9,914910.00,"2021-10-01",End-of-quarter promotion - negotiated discount (9%) due to order size
"00577695","51794209","73140807",89.00,300.00,0,26700.00,"2022-03-25",""
"00578057","74769045","17232410",34.00,700.00,7,22130.00,"2019-08-30",Contractual rebate - negotiated discount (7%) due to order size
"00580125","68196067","37308985",104.00,100.00,10,9360.00,"2022-07-26",Special pricing for repeat client - negotiated discount (10%) due to order size
"00584064","27824866","07672593",298.00,300.00,0,89400.00,"2023-12-18",""
"00586010","42107607","88231132",481.00,500.00,0,240500.00,"2025-07-07",""
"00595396","93971044","18814949",358.00,6100.00,5,6100.00,"2020-06-01",Volume rebate - small percentage off (5%)
"00596650","15942680","97969689",184.00,300.00,1,54650.00,"2019-07-21",Promotional offer - small percentage off (1%)
"00600496","68798248","09046318",366.00,3000.00,0,1098000.00,"2019-09-22",""
"00600855","17183738","84214382",482.00,100.00,9,43860.00,"2021-12-24",Seasonal discount - negotiated discount (9%) due to order size
"00601906","10894779","27326368",136.00,2300.00,0,312800.00,"2018-03-23",""
"00604406","81394913","97942942",52.00,100.00,0,5200.00,"2022-10-10",""
"00612863","67831837","71979055",366.00,2600.00,17,789830.00,"2021-04-17",End-of-quarter promotion - significant discount (17%) for promotional/clearance
"00614532","41003527","01540956",479.00,600.00,0,287400.00,"2022-01-18",""
"00615862","67959647","65228535",136.00,15000.00,3,1978800.00,"2021-10-19",Early payment discount - small percentage off (3%)
"00619576","41143473","77490893",22.00,100.00,8,2020.00,"2020-02-28",End-of-quarter promotion - negotiated discount (8%) due to order size
"00620006","82336798","03356886",300.00,400.00,0,120000.00,"2021-06-02",""
"00621982","10971722","85320121",466.00,1400.00,7,606730.00,"2023-01-11",End-of-quarter promotion - negotiated discount (7%) due to order size
"00625070","85896552","13718431",131.00,800.00,7,97460.00,"2022-08-05",Volume rebate - negotiated discount (7%) due to order size
"00625127","22560927","12981052",111.00,2600.00,2,282830.00,"2020-12-31",Bulk order discount - small percentage off (2%)
"00626441","52471528","21682744",345.00,400.00,4,132480.00,"2025-07-04",End-of-quarter promotion - small percentage off (4%)
"00627164","34090488","99486328",69.00,800.00,0,55200.00,"2020-07-14",""
"00628487","37422691","29476249",122.00,700.00,4,81980.00,"2023-03-23",Seasonal discount - small percentage off (4%)
"00631414","49779213","68159587",61.00,4000.00,0,244000.00,"2022-05-02",""
"00633127","27416911","47553014",117.00,100.00,0,11700.00,"2023-11-08",""
"00634152","27824866","35264581",356.00,700.00,0,249200.00,"2023-01-06",""
"00635778","42107607","40264926",432.00,4800.00,5,1969920.00,"2018-01-17",Bulk order discount - small percentage off (5%)
"00636517","27941739","89639081",175.00,2500.00,0,437500.00,"2018-01-14",""
"00638193","42107607","31244663",492.00,1400.00,18,564820.00,"2021-08-25",End-of-quarter promotion - significant discount (18%) for promotional/clearance
"00639100","36331246","80048665",182.00,400.00,9,66250.00,"2021-05-10",Bulk order discount - negotiated discount (9%) due to order size
"00640020","71854930","10099059",313.00,400.00,6,117690.00,"2021-07-02",Bulk order discount - negotiated discount (6%) due to order size
"00640918","68578590","77701200",116.00,2000.00,8,213440.00,"2021-08-31",Clearance sale - negotiated discount (8%) due to order size
